TELCO_ID,PREPAID_AMT_MTH_1,PREPAID_AMT_MTH_2,PREPAID_AMT_MTH_3,PREPAID_AMT_MTH_4,PREPAID_AMT_MTH_5,PREPAID_AMT_MTH_6,POSTPAID_AMT_MTH_1,POSTPAID_AMT_MTH_2,POSTPAID_AMT_MTH_3,POSTPAID_AMT_MTH_4,POSTPAID_AMT_MTH_5,POSTPAID_AMT_MTH_6,TOTAL_POSTPAID_AMT,TOTAL_PREPAID_AMT,AVG_POSTPAID_AMT,AVG_PREPAID_AMT
C-60546,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-49883,12.5,31.25,25,50,0,62.5,0,0,0,0,0,0,0,181.25,0,30.20833334
C-60100,75,6.25,12.5,62.5,0,0,0,0,0,0,0,0,0,156.25,0,26.04166666
C-42299,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-51109,137.5,25,6.25,6.25,87.5,0,0,0,0,0,0,0,0,262.5,0,43.75
C-60481,150,237.5,25,137.5,0,0,0,0,0,0,0,0,0,550,0,91.66666666
C-63296,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-49814,56.25,87.5,100,137.5,187.5,87.5,0,0,0,0,0,0,0,656.25,0,109.375
C-58371,100,68.75,31.25,18.75,25,50,0,0,0,0,0,0,0,293.75,0,48.95833334
C-57445,0,0,0,0,0,0,0,265.2,131.25,0,0,0,396.45,0,66.075,0
C-60145,0,0,0,0,0,0,65.45,75.3875,185.8875,166.3,0,0,493.025,0,82.17083334,0
C-47494,62.5,18.75,87.5,0,100,50,0,0,0,0,0,0,0,318.75,0,53.125
C-52743,0,0,62.5,62.5,0,0,0,0,0,0,0,0,0,125,0,20.83333334
C-44371,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-58663,50,0,0,62.5,112.5,0,0,0,0,0,0,0,0,225,0,37.5
C-60830,0,25,12.5,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-53905,0,0,18.75,37.5,62.5,87.5,0,0,0,0,0,0,0,206.25,0,34.375
C-60330,150,150,75,75,0,0,784.5,1000,392.25,0,195.75,0,2372.5,450,395.4166666,75
C-64320,212.5,6.25,87.5,300,0,225,0,0,0,0,0,0,0,831.25,0,138.5416666
C-57682,18.75,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,3.125
C-56975,406.25,81.25,150,68.75,143.75,250,0,0,0,0,0,0,0,1100,0,183.3333334
C-60487,250,143.75,175,143.75,187.5,193.75,0,0,0,0,0,0,0,1093.75,0,182.2916666
C-50068,0,0,6.25,12.5,12.5,6.25,237.5,230,0,215,275,277.5,1235,37.5,205.8333334,6.25
C-62813,643.75,406.25,468.75,425,356.25,75,0,0,0,0,0,0,0,2375,0,395.8333334
C-59691,0,0,0,18.75,43.75,87.5,0,0,0,0,0,0,0,150,0,25
C-55914,0,0,0,37.5,12.5,18.75,0,0,0,0,0,0,0,68.75,0,11.45833333
C-63152,25,100,12.5,12.5,37.5,0,0,0,0,0,37.5,0,37.5,187.5,6.25,31.25
C-63469,25,150,212.5,175,87.5,75,0,0,0,0,0,0,0,725,0,120.8333333
C-46391,0,37.5,0,37.5,0,0,0,0,0,0,0,0,0,75,0,12.5
C-65066,150,31.25,25,18.75,87.5,50,0,0,0,0,0,0,0,362.5,0,60.41666666
C-59862,62.5,62.5,62.5,162.5,62.5,62.5,0,0,0,0,0,0,0,475,0,79.16666666
C-64205,100,0,100,0,0,0,0,0,0,0,0,0,0,200,0,33.33333334
C-60335,0,0,12.5,0,0,0,0,0,0,137.5,0,100,237.5,12.5,39.58333334,2.083333334
C-64965,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-63352,100,112.5,50,43.75,50,56.25,0,0,0,0,0,0,0,412.5,0,68.75
C-61861,25,0,0,6.25,6.25,0,0,0,0,0,0,0,0,37.5,0,6.25
C-61515,187.5,93.75,100,225,250,137.5,0,0,0,0,0,0,0,993.75,0,165.625
C-62432,12.5,6.25,12.5,12.5,0,62.5,0,0,0,0,0,0,0,106.25,0,17.70833334
C-64201,187.5,125,125,81.25,0,125,0,0,0,0,0,0,0,643.75,0,107.2916667
C-65333,0,0,0,6.25,12.5,50,0,0,0,0,0,0,0,68.75,0,11.45833333
C-55868,6.25,31.25,0,0,62.5,0,0,0,0,0,0,0,0,100,0,16.66666666
C-62876,37.5,12.5,137.5,243.75,150,81.25,0,0,0,0,0,0,0,662.5,0,110.4166667
C-58105,125,0,12.5,25,0,0,0,0,0,0,0,0,0,162.5,0,27.08333334
C-45476,125,12.5,62.5,37.5,0,0,0,0,0,0,0,0,0,237.5,0,39.58333334
C-64286,0,0,0,0,25,12.5,0,0,0,0,0,0,0,37.5,0,6.25
C-65008,0,0,0,0,0,0,0,125,250,0,750,375,1500,0,250,0
C-60694,62.5,31.25,6.25,0,12.5,0,0,0,0,0,0,0,0,112.5,0,18.75
C-51769,0,0,0,37.5,0,37.5,0,0,0,0,0,0,0,75,0,12.5
C-62805,0,0,0,37.5,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-63258,25,37.5,18.75,0,37.5,0,0,0,0,0,0,0,0,118.75,0,19.79166666
C-59791,37.5,100,0,37.5,0,0,0,0,0,0,0,0,0,175,0,29.16666666
C-47119,18.75,18.75,12.5,18.75,0,12.5,131.25,127.5,125,131.25,128.75,137.5,781.25,81.25,130.2083334,13.54166666
C-64673,25,12.5,0,25,0,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-42146,887.5,812.5,937.5,500,512.5,487.5,0,0,0,0,0,0,0,4137.5,0,689.5833334
C-62139,50,87.5,6.25,12.5,37.5,25,0,0,0,0,0,0,0,218.75,0,36.45833334
C-64658,37.5,12.5,0,0,0,0,0,0,0,0,0,0,0,50,0,8.333333334
C-48641,0,0,0,0,12.5,68.75,0,0,0,0,0,0,0,81.25,0,13.54166666
C-59215,75,0,0,0,0,0,0,0,0,0,0,0,0,75,0,12.5
C-44914,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,8.333333334
C-46636,31.25,18.75,93.75,0,37.5,62.5,0,0,0,0,0,0,0,243.75,0,40.625
C-46945,0,0,0,0,0,0,0,0,0,425,150,62.5,637.5,0,106.25,0
C-49981,0,0,0,0,0,0,62.5,137.5,0,0,0,0,200,0,33.33333334,0
C-61500,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-62547,25,0,37.5,50,37.5,0,0,0,0,0,0,0,0,150,0,25
C-55292,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,1.041666666
C-64671,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,0,2.083333334
C-57246,0,12.5,37.5,0,0,0,125,0,406.25,0,0,0,531.25,50,88.54166666,8.333333334
C-60854,131.25,100,75,87.5,62.5,0,0,0,0,0,0,0,0,456.25,0,76.04166666
C-50692,125,62.5,62.5,37.5,0,62.5,0,0,0,0,0,0,0,350,0,58.33333334
C-51728,0,0,37.5,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-62451,37.5,62.5,37.5,50,37.5,62.5,0,0,0,0,0,0,0,287.5,0,47.91666666
C-50764,0,0,0,12.5,0,0,1000,489.25,210.875,0,0,0,1700.125,12.5,283.3541666,2.083333334
C-53067,0,0,0,0,0,0,0,137.5,0,0,0,0,137.5,0,22.91666666,0
C-49389,0,37.5,37.5,37.5,0,37.5,0,0,0,0,0,0,0,150,0,25
C-53851,0,0,37.5,50,0,50,0,0,0,0,0,0,0,137.5,0,22.91666666
C-42178,175,75,0,37.5,12.5,12.5,0,0,0,0,0,0,0,312.5,0,52.08333334
C-59648,0,0,0,0,0,0,168.5625,109.6875,206.5625,160.0625,0,0,644.875,0,107.4791667,0
C-40670,0,25,12.5,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-50255,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-55257,62.5,87.5,81.25,31.25,68.75,0,0,0,0,0,0,0,0,331.25,0,55.20833334
C-61850,43.75,118.75,37.5,0,43.75,12.5,0,0,0,0,0,0,0,256.25,0,42.70833334
C-51066,37.5,0,0,0,62.5,0,0,0,0,0,0,0,0,100,0,16.66666666
C-54717,0,37.5,50,87.5,37.5,37.5,0,0,0,0,0,0,0,250,0,41.66666666
C-53024,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-64071,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,8.333333334
C-53536,0,37.5,50,0,0,0,0,0,0,0,0,0,0,87.5,0,14.58333334
C-54148,0,0,0,0,0,0,0,375,0,0,0,0,375,0,62.5,0
C-53747,112.5,100,106.25,81.25,56.25,37.5,0,0,0,0,0,0,0,493.75,0,82.29166666
C-58544,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-64053,200,212.5,250,387.5,112.5,87.5,0,0,0,0,0,0,0,1250,0,208.3333334
C-60752,12.5,0,25,25,0,12.5,0,0,0,0,0,0,0,75,0,12.5
C-59472,0,62.5,0,0,0,0,137.5,112.5,0,0,0,0,250,62.5,41.66666666,10.41666667
C-60987,37.5,137.5,0,0,0,0,0,0,0,0,0,0,0,175,0,29.16666666
C-55987,12.5,75,31.25,162.5,81.25,0,0,0,137.5,0,0,0,137.5,362.5,22.91666666,60.41666666
C-50954,100,0,12.5,0,0,0,0,0,0,0,0,0,0,112.5,0,18.75
C-49573,0,0,0,0,0,0,0,0,0,0,76.25,0,76.25,0,12.70833334,0
C-63610,0,0,0,12.5,0,0,0,0,0,107.275,12.5,216.6375,336.4125,12.5,56.06875,2.083333334
C-49003,0,0,43.75,0,43.75,0,0,0,0,0,0,0,0,87.5,0,14.58333334
C-61633,25,0,81.25,68.75,37.5,0,0,0,0,0,0,0,0,212.5,0,35.41666666
C-64261,75,212.5,212.5,75,37.5,0,0,0,0,0,0,0,0,612.5,0,102.0833333
C-64861,25,0,0,0,0,62.5,0,0,0,0,0,0,0,87.5,0,14.58333334
C-56106,87.5,6.25,6.25,68.75,68.75,87.5,0,0,0,0,0,0,0,325,0,54.16666666
C-65300,6.25,0,0,6.25,43.75,75,251,0,0,0,0,0,251,131.25,41.83333334,21.875
C-59695,387.5,162.5,125,112.5,106.25,0,0,0,0,0,0,0,0,893.75,0,148.9583334
C-64854,0,18.75,106.25,0,156.25,87.5,0,0,0,0,0,0,0,368.75,0,61.45833334
C-65083,0,0,43.75,12.5,62.5,12.5,0,0,0,0,0,0,0,131.25,0,21.875
C-41133,125,125,62.5,37.5,0,0,0,0,0,0,0,0,0,350,0,58.33333334
C-59112,0,118.75,37.5,75,0,75,0,0,0,0,0,0,0,306.25,0,51.04166666
C-52999,162.5,237.5,100,0,0,0,0,0,0,0,0,0,0,500,0,83.33333334
C-62842,12.5,62.5,12.5,50,12.5,0,0,0,0,0,0,0,0,150,0,25
C-58987,12.5,125,168.75,87.5,75,62.5,0,0,0,0,0,0,0,531.25,0,88.54166666
C-64058,0,6.25,12.5,6.25,6.25,0,278.75,54.6875,0,0,0,0,333.4375,31.25,55.57291666,5.208333334
C-60909,25,37.5,12.5,12.5,6.25,37.5,0,0,0,0,0,0,0,131.25,0,21.875
C-60922,0,0,6.25,0,62.5,0,0,0,0,0,0,0,0,68.75,0,11.45833333
C-60024,0,75,75,0,0,12.5,0,0,0,0,0,0,0,162.5,0,27.08333334
C-53816,37.5,75,25,0,0,0,0,0,0,0,0,0,0,137.5,0,22.91666666
C-56247,0,62.5,75,75,0,0,0,0,0,0,0,0,0,212.5,0,35.41666666
C-47445,0,37.5,37.5,0,0,0,0,112.5,0,0,0,0,112.5,75,18.75,12.5
C-53912,50,68.75,50,62.5,87.5,0,0,0,0,0,0,0,0,318.75,0,53.125
C-63679,62.5,56.25,75,43.75,75,0,0,0,0,0,0,0,0,312.5,0,52.08333334
C-63877,62.5,175,18.75,43.75,75,6.25,0,0,0,0,0,0,0,381.25,0,63.54166666
C-52387,0,0,0,0,0,0,546.4375,0,0,0,0,0,546.4375,0,91.07291666,0
C-42364,625,125,62.5,37.5,37.5,75,0,0,0,0,0,0,0,962.5,0,160.4166666
C-63584,75,62.5,125,75,31.25,0,0,0,0,0,0,0,0,368.75,0,61.45833334
C-46464,0,0,0,12.5,12.5,0,0,0,106.225,0,0,0,106.225,25,17.70416666,4.166666666
C-49291,56.25,62.5,12.5,0,0,0,0,0,0,0,0,0,0,131.25,0,21.875
C-56256,118.75,162.5,150,156.25,75,12.5,0,0,0,0,0,0,0,675,0,112.5
C-65370,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-42106,6.25,62.5,37.5,0,25,37.5,0,0,0,0,0,0,0,168.75,0,28.125
C-43613,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,8.333333334
C-50314,25,0,18.75,12.5,0,0,0,0,0,0,0,0,0,56.25,0,9.375
C-62914,0,12.5,6.25,0,0,0,0,0,0,0,0,0,0,18.75,0,3.125
C-61503,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-56977,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,4.166666666
C-50939,81.25,12.5,125,87.5,162.5,175,0,0,0,0,0,0,0,643.75,0,107.2916667
C-52886,37.5,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-57929,0,0,0,0,0,0,175,177.5,180,173.5,187.5,0,893.5,0,148.9166666,0
C-62359,87.5,50,0,0,0,0,0,0,0,0,0,0,0,137.5,0,22.91666666
C-48716,0,12.5,6.25,62.5,62.5,0,0,0,0,0,0,0,0,143.75,0,23.95833334
C-57581,75,37.5,0,0,0,0,0,110,0,0,0,0,110,112.5,18.33333334,18.75
C-58126,0,0,0,0,0,0,0,211.75,106.25,0,0,0,318,0,53,0
C-49422,475,262.5,300,87.5,312.5,75,0,0,0,0,0,0,0,1512.5,0,252.0833334
C-51195,12.5,18.75,0,0,12.5,0,0,0,0,0,0,0,0,43.75,0,7.291666666
C-64811,31.25,0,31.25,0,0,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-49226,31.25,75,12.5,0,0,75,0,0,0,0,0,0,0,193.75,0,32.29166666
C-65182,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,16.66666666
C-41297,200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,33.33333334
C-62793,0,37.5,0,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-63047,0,6.25,37.5,0,0,0,0,0,0,0,0,0,0,43.75,0,7.291666666
C-59904,0,62.5,100,62.5,0,0,0,0,0,0,0,0,0,225,0,37.5
C-62505,0,0,0,0,0,0,37.5,37.5,37.5,75,0,0,187.5,0,31.25,0
C-48115,125,0,25,12.5,0,75,0,0,0,0,0,0,0,237.5,0,39.58333334
C-64682,0,0,75,75,75,87.5,0,0,0,0,0,0,0,312.5,0,52.08333334
C-61673,25,12.5,31.25,25,6.25,0,0,0,0,0,0,0,0,100,0,16.66666666
C-65328,93.75,87.5,87.5,87.5,6.25,25,0,0,0,0,0,0,0,387.5,0,64.58333334
C-65133,0,0,0,0,100,87.5,0,0,0,0,0,0,0,187.5,0,31.25
C-62298,0,6.25,50,81.25,50,68.75,0,0,0,0,0,0,0,256.25,0,42.70833334
C-61820,75,37.5,12.5,0,0,0,0,0,0,0,0,0,0,125,0,20.83333334
C-49001,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,8.333333334
C-63417,75,0,0,12.5,50,87.5,0,0,0,0,0,0,0,225,0,37.5
C-55125,12.5,12.5,12.5,37.5,0,0,0,0,0,0,0,0,0,75,0,12.5
C-61343,0,0,0,37.5,0,0,175,0,0,0,0,187.5,362.5,37.5,60.41666666,6.25
C-64425,0,0,31.25,25,75,0,0,0,0,159.8625,0,0,159.8625,131.25,26.64375,21.875
C-60131,68.75,62.5,25,31.25,43.75,0,0,0,0,0,0,0,0,231.25,0,38.54166666
C-58677,0,0,0,0,0,0,912.5,375,0,187.5,187.5,187.5,1850,0,308.3333334,0
C-55707,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-61087,50,112.5,0,6.25,6.25,93.75,0,0,0,0,0,0,0,268.75,0,44.79166666
C-46104,0,0,75,0,0,0,0,0,0,0,0,0,0,75,0,12.5
C-59226,187.5,0,37.5,37.5,0,0,0,112.5,0,0,0,0,112.5,262.5,18.75,43.75
C-56328,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-57522,0,0,0,0,0,0,107.5,108.75,112.5,106.875,0,0,435.625,0,72.60416666,0
C-64150,25,0,0,0,0,0,0,0,0,128.825,0,0,128.825,25,21.47083334,4.166666666
C-58639,375,500,187.5,0,125,62.5,0,0,0,0,0,0,0,1250,0,208.3333334
C-46214,62.5,62.5,0,0,0,0,0,0,0,0,0,0,0,125,0,20.83333334
C-59714,0,0,43.75,0,0,0,0,0,0,0,0,0,0,43.75,0,7.291666666
C-60715,18.75,12.5,68.75,68.75,6.25,18.75,0,0,0,0,0,0,0,193.75,0,32.29166666
C-49030,12.5,25,75,37.5,75,0,0,0,0,0,0,0,0,225,0,37.5
C-44800,75,100,25,0,12.5,12.5,0,0,0,0,0,0,0,225,0,37.5
C-54007,275,118.75,100,100,100,62.5,0,0,0,0,0,0,0,756.25,0,126.0416666
C-61270,262.5,262.5,150,75,25,0,417.5,0,193.75,0,0,0,611.25,775,101.875,129.1666666
C-61575,75,75,112.5,100,75,50,0,0,0,0,0,0,0,487.5,0,81.25
C-45905,0,0,0,0,0,0,18.75,0,0,0,0,0,18.75,0,3.125,0
C-65338,37.5,25,31.25,75,12.5,93.75,0,0,0,0,0,0,0,275,0,45.83333334
C-55151,0,0,62.5,25,0,0,0,0,0,0,0,0,0,87.5,0,14.58333334
C-60631,12.5,0,0,0,37.5,12.5,0,0,0,0,0,0,0,62.5,0,10.41666667
C-47171,0,0,0,37.5,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-64570,0,6.25,75,56.25,118.75,25,0,0,0,0,0,0,0,281.25,0,46.875
C-59568,150,0,75,37.5,0,100,0,0,0,0,0,0,0,362.5,0,60.41666666
C-41687,0,0,0,0,0,0,181.5,90.75,90.75,86.1,0,0,449.1,0,74.85,0
C-62107,31.25,56.25,37.5,75,50,0,0,0,0,0,0,0,0,250,0,41.66666666
C-61867,37.5,12.5,68.75,25,125,0,0,0,0,0,0,0,0,268.75,0,44.79166666
C-60227,75,25,25,43.75,37.5,18.75,0,0,0,0,0,0,0,225,0,37.5
C-62239,0,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,1.041666666
C-59057,118.75,0,112.5,25,18.75,0,0,0,0,0,0,0,0,275,0,45.83333334
C-59401,75,0,0,0,0,0,0,0,0,0,0,0,0,75,0,12.5
C-63656,87.5,81.25,75,50,37.5,37.5,0,0,0,0,0,0,0,368.75,0,61.45833334
C-51403,25,6.25,0,0,0,0,0,0,0,0,0,0,0,31.25,0,5.208333334
C-51495,0,0,0,0,0,262.5,0,0,0,0,0,0,0,262.5,0,43.75
C-65284,37.5,50,187.5,62.5,50,25,0,0,0,0,0,0,0,412.5,0,68.75
C-48388,262.5,0,0,0,0,0,0,0,0,0,0,0,0,262.5,0,43.75
C-52550,0,0,25,12.5,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-55590,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-64382,62.5,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-53370,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,25,0,4.166666666
C-47536,0,0,37.5,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-48057,0,0,12.5,0,0,0,0,201.75,198.75,203.1875,199.0625,0,802.75,12.5,133.7916666,2.083333334
C-61463,262.5,150,162.5,100,112.5,125,0,0,0,0,0,0,0,912.5,0,152.0833334
C-53433,0,0,0,62.5,62.5,62.5,0,0,0,0,0,0,0,187.5,0,31.25
C-59892,0,62.5,12.5,0,0,0,0,0,0,0,0,0,0,75,0,12.5
C-47614,137.5,200,162.5,37.5,12.5,0,0,0,0,0,0,0,0,550,0,91.66666666
C-62020,62.5,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-60974,0,37.5,137.5,62.5,37.5,25,0,0,0,0,0,0,0,300,0,50
C-41356,12.5,0,37.5,12.5,87.5,37.5,0,0,0,0,0,0,0,187.5,0,31.25
C-53456,0,6.25,50,0,37.5,50,0,0,0,0,0,0,0,143.75,0,23.95833334
C-56398,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,1.041666666
C-64678,225,43.75,0,0,0,0,0,0,0,0,0,0,0,268.75,0,44.79166666
C-48699,0,237.5,362.5,287.5,175,0,0,0,0,0,0,0,0,1062.5,0,177.0833334
C-54273,175,0,125,62.5,75,75,0,0,0,0,0,0,0,512.5,0,85.41666666
C-65433,437.5,218.75,87.5,50,0,0,0,0,0,0,0,0,0,793.75,0,132.2916666
C-50550,350,262.5,262.5,375,93.75,25,0,0,0,0,0,0,0,1368.75,0,228.125
C-65292,0,0,0,0,0,0,0,0,143.5625,0,0,0,143.5625,0,23.92708334,0
C-44099,225,150,150,75,75,37.5,0,0,0,0,0,0,0,712.5,0,118.75
C-43049,0,0,0,0,0,37.5,0,125,0,0,0,0,125,37.5,20.83333334,6.25
C-53478,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-61217,18.75,12.5,25,12.5,37.5,62.5,0,0,0,0,0,0,0,168.75,0,28.125
C-64585,0,0,0,37.5,25,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-63029,0,0,50,12.5,12.5,0,0,0,0,0,0,0,0,75,0,12.5
C-59220,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-49071,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,0,2.083333334
C-55204,0,0,0,18.75,6.25,31.25,0,0,0,0,0,0,0,56.25,0,9.375
C-52315,200,106.25,112.5,0,18.75,131.25,0,0,0,0,0,0,0,568.75,0,94.79166666
C-54233,150,0,0,37.5,0,37.5,0,0,0,0,0,0,0,225,0,37.5
C-42327,118.75,0,0,0,37.5,0,0,0,0,0,0,0,0,156.25,0,26.04166666
C-47049,462.5,175,50,93.75,62.5,37.5,0,0,0,0,0,0,0,881.25,0,146.875
C-60412,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,4.166666666
C-61685,0,0,0,0,0,87.5,0,0,0,0,0,0,0,87.5,0,14.58333334
C-53495,0,0,0,0,0,12.5,232.5,232.5,227.5,125,0,0,817.5,12.5,136.25,2.083333334
C-65078,6.25,68.75,50,31.25,0,0,0,0,0,0,0,0,0,156.25,0,26.04166666
C-60426,262.5,312.5,262.5,68.75,125,56.25,0,0,0,0,0,0,0,1087.5,0,181.25
C-65377,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-61803,0,0,0,0,0,0,0,0,0,125,187.5,0,312.5,0,52.08333334,0
C-47152,150,0,0,37.5,0,0,0,0,0,0,0,0,0,187.5,0,31.25
C-57158,112.5,25,93.75,0,0,0,0,0,0,0,0,0,0,231.25,0,38.54166666
C-65313,100,50,6.25,0,0,0,0,0,0,0,0,0,0,156.25,0,26.04166666
C-45208,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-59099,75,37.5,87.5,62.5,62.5,12.5,0,0,0,0,0,0,0,337.5,0,56.25
C-55924,350,237.5,100,25,0,0,0,0,0,0,0,0,0,712.5,0,118.75
C-64906,43.75,43.75,0,0,0,0,0,0,0,0,0,0,0,87.5,0,14.58333334
C-59900,0,0,0,0,0,0,365.7,0,0,0,0,0,365.7,0,60.95,0
C-58861,6.25,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,1.041666666
C-58339,0,0,0,0,0,0,196.25,201.25,205,193.5,0,0,796,0,132.6666666,0
C-54634,62.5,0,0,0,125,0,0,0,0,0,0,0,0,187.5,0,31.25
C-55367,25,131.25,37.5,0,0,37.5,0,0,0,0,0,0,0,231.25,0,38.54166666
C-54582,0,37.5,0,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-57204,0,0,0,56.25,62.5,0,0,0,0,0,0,0,0,118.75,0,19.79166666
C-57617,0,0,6.25,0,12.5,12.5,0,0,0,0,0,0,0,31.25,0,5.208333334
C-56442,156.25,406.25,143.75,131.25,0,0,0,0,0,0,0,0,0,837.5,0,139.5833334
C-60982,12.5,43.75,18.75,31.25,6.25,0,0,0,0,0,0,0,0,112.5,0,18.75
C-64482,75,68.75,0,0,0,0,0,0,0,0,0,0,0,143.75,0,23.95833334
C-48994,37.5,12.5,0,25,0,0,0,0,0,0,0,0,0,75,0,12.5
C-64859,6.25,12.5,37.5,6.25,62.5,0,0,0,0,0,0,0,0,125,0,20.83333334
C-65222,0,12.5,25,50,25,0,0,0,0,0,0,0,0,112.5,0,18.75
C-51231,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-53567,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-54716,75,43.75,25,37.5,150,25,0,0,0,0,0,0,0,356.25,0,59.375
C-58983,112.5,100,237.5,400,200,25,0,0,0,0,0,0,0,1075,0,179.1666666
C-55285,75,75,0,0,0,0,0,0,0,0,0,0,0,150,0,25
C-44024,37.5,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-43190,0,100,0,0,0,12.5,0,0,0,0,0,0,0,112.5,0,18.75
C-49966,100,75,75,106.25,156.25,150,0,0,0,0,0,0,0,662.5,0,110.4166667
C-58192,37.5,37.5,0,0,0,0,0,0,0,0,0,0,0,75,0,12.5
C-64985,0,0,0,0,0,0,62.5,0,0,0,0,0,62.5,0,10.41666667,0
C-59218,12.5,56.25,0,12.5,0,6.25,0,0,0,0,0,0,0,87.5,0,14.58333334
C-56468,0,0,0,0,0,0,0,663.75,0,462.5,0,0,1126.25,0,187.7083334,0
C-63039,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,1.041666666
C-64177,0,0,37.5,0,50,0,0,0,0,0,0,0,0,87.5,0,14.58333334
C-52775,0,125,0,125,0,0,0,0,0,0,0,0,0,250,0,41.66666666
C-50607,0,0,0,0,0,0,0,0,250,0,144.6875,212.5,607.1875,0,101.1979167,0
C-61559,0,37.5,0,50,75,0,0,0,0,0,0,0,0,162.5,0,27.08333334
C-60643,12.5,0,0,6.25,0,6.25,0,0,0,0,0,0,0,25,0,4.166666666
C-58518,12.5,12.5,0,0,25,25,0,0,0,0,0,0,0,75,0,12.5
C-62466,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-40312,0,0,0,0,0,0,0,0,0,575,0,225,800,0,133.3333334,0
C-61285,100,87.5,68.75,131.25,0,0,0,0,0,0,0,0,0,387.5,0,64.58333334
C-64294,87.5,25,56.25,81.25,12.5,56.25,0,0,0,0,0,0,0,318.75,0,53.125
C-57378,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-54000,0,0,12.5,12.5,37.5,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-64900,25,0,0,6.25,0,0,0,0,0,0,0,0,0,31.25,0,5.208333334
C-57890,131.25,137.5,0,0,0,0,0,0,0,0,0,0,0,268.75,0,44.79166666
C-48794,0,25,100,62.5,93.75,37.5,0,0,0,0,0,0,0,318.75,0,53.125
C-50529,0,0,62.5,37.5,12.5,0,0,0,0,0,0,0,0,112.5,0,18.75
C-61475,50,100,56.25,87.5,87.5,43.75,0,0,0,0,0,0,0,425,0,70.83333334
